"","list_name","name","label","district","subcounty","origin","level_1","settlement"
"1653","origin.level.2.list","webuye.west","Webuye West","","","kenya","bungoma",""
"1654","origin.level.2.list","other","Other","","","kenya","bungoma",""
"1655","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","bungoma",""
"1656","origin.level.2.list","budalangi","Budalangi","","","kenya","busia",""
"1657","origin.level.2.list","butula","Butula","","","kenya","busia",""
"1658","origin.level.2.list","funyula","Funyula","","","kenya","busia",""
"1659","origin.level.2.list","matayos","Matayos","","","kenya","busia",""
"1660","origin.level.2.list","nambale","Nambale","","","kenya","busia",""
"1661","origin.level.2.list","teso.north","Teso North","","","kenya","busia",""
"1662","origin.level.2.list","teso.south","Teso South","","","kenya","busia",""
"1663","origin.level.2.list","other","Other","","","kenya","busia",""
"1664","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","busia",""
"1665","origin.level.2.list","keiyo.north","Keiyo North","","","kenya","elgeyo_marakwet",""
"1666","origin.level.2.list","keiyo.south","Keiyo South","","","kenya","elgeyo_marakwet",""
"1667","origin.level.2.list","marakwet.east","Marakwet East","","","kenya","elgeyo_marakwet",""
"1668","origin.level.2.list","marakwet.west","Marakwet West","","","kenya","elgeyo_marakwet",""
"1669","origin.level.2.list","other","Other","","","kenya","elgeyo_marakwet",""
"1670","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","elgeyo_marakwet",""
"1671","origin.level.2.list","gachoka","Gachoka","","","kenya","embu",""
"1672","origin.level.2.list","manyatta","Manyatta","","","kenya","embu",""
"1673","origin.level.2.list","runyenjes","Runyenjes","","","kenya","embu",""
"1674","origin.level.2.list","siakago","Siakago","","","kenya","embu",""
"1675","origin.level.2.list","other","Other","","","kenya","embu",""
"1676","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","embu",""
"1677","origin.level.2.list","balambala","Balambala","","","kenya","garissa",""
"1678","origin.level.2.list","dadaab","Dadaab","","","kenya","garissa",""
"1679","origin.level.2.list","dujis","Dujis","","","kenya","garissa",""
"1680","origin.level.2.list","fafi","Fafi","","","kenya","garissa",""
"1681","origin.level.2.list","ijara","Ijara","","","kenya","garissa",""
"1682","origin.level.2.list","lagdera","Lagdera","","","kenya","garissa",""
"1683","origin.level.2.list","other","Other","","","kenya","garissa",""
"1684","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","garissa",""
"1685","origin.level.2.list","homa.bay","Homa Bay","","","kenya","homa_bay",""
"1686","origin.level.2.list","kabondo.kasipul","Kabondo Kasipul","","","kenya","homa_bay",""
"1687","origin.level.2.list","karachuonyo","Karachuonyo","","","kenya","homa_bay",""
"1688","origin.level.2.list","kasipul","Kasipul","","","kenya","homa_bay",""
"1689","origin.level.2.list","ndhiwa","Ndhiwa","","","kenya","homa_bay",""
"1690","origin.level.2.list","rangwe","Rangwe","","","kenya","homa_bay",""
"1691","origin.level.2.list","suba.north","Suba North","","","kenya","homa_bay",""
"1692","origin.level.2.list","suba.south","Suba South","","","kenya","homa_bay",""
"1693","origin.level.2.list","other","Other","","","kenya","homa_bay",""
"1694","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","homa_bay",""
"1695","origin.level.2.list","isiolo.north","Isiolo North","","","kenya","isiolo",""
"1696","origin.level.2.list","isiolo.south","Isiolo South","","","kenya","isiolo",""
"1697","origin.level.2.list","other","Other","","","kenya","isiolo",""
"1698","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","isiolo",""
"1699","origin.level.2.list","kajiado.central","Kajiado Central","","","kenya","kajiado",""
"1700","origin.level.2.list","kajiado.east","Kajiado East","","","kenya","kajiado",""
"1701","origin.level.2.list","kajiado.north","Kajiado North","","","kenya","kajiado",""
"1702","origin.level.2.list","kajiado.south","Kajiado South","","","kenya","kajiado",""
"1703","origin.level.2.list","kajiado.west","Kajiado West","","","kenya","kajiado",""
"1704","origin.level.2.list","other","Other","","","kenya","kajiado",""
"1705","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kajiado",""
"1706","origin.level.2.list","butere","Butere","","","kenya","kakamega",""
"1707","origin.level.2.list","ikolomani","Ikolomani","","","kenya","kakamega",""
"1708","origin.level.2.list","khwisero","Khwisero","","","kenya","kakamega",""
"1709","origin.level.2.list","likuyani","Likuyani","","","kenya","kakamega",""
"1710","origin.level.2.list","lugari","Lugari","","","kenya","kakamega",""
"1711","origin.level.2.list","lurambi","Lurambi","","","kenya","kakamega",""
"1712","origin.level.2.list","malava","Malava","","","kenya","kakamega",""
"1713","origin.level.2.list","matungu","Matungu","","","kenya","kakamega",""
"1714","origin.level.2.list","mumias.east","Mumias East","","","kenya","kakamega",""
"1715","origin.level.2.list","mumias.west","Mumias West","","","kenya","kakamega",""
"1716","origin.level.2.list","navakholo","Navakholo","","","kenya","kakamega",""
"1717","origin.level.2.list","shinyalu","Shinyalu","","","kenya","kakamega",""
"1718","origin.level.2.list","other","Other","","","kenya","kakamega",""
"1719","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kakamega",""
"1720","origin.level.2.list","ainamoi","Ainamoi","","","kenya","kericho",""
"1721","origin.level.2.list","belgut","Belgut","","","kenya","kericho",""
"1722","origin.level.2.list","buret","Buret","","","kenya","kericho",""
"1723","origin.level.2.list","kipkelion.east","Kipkelion East","","","kenya","kericho",""
"1724","origin.level.2.list","kipkelion.west","Kipkelion West","","","kenya","kericho",""
"1725","origin.level.2.list","sigowet/soin","Sigowet/Soin","","","kenya","kericho",""
"1726","origin.level.2.list","other","Other","","","kenya","kericho",""
"1727","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kericho",""
"1728","origin.level.2.list","gatundu.north","Gatundu North","","","kenya","kiambu",""
"1729","origin.level.2.list","gatundu.south","Gatundu South","","","kenya","kiambu",""
"1730","origin.level.2.list","githunguri","Githunguri","","","kenya","kiambu",""
"1731","origin.level.2.list","juja","Juja","","","kenya","kiambu",""
"1732","origin.level.2.list","kabete","Kabete","","","kenya","kiambu",""
"1733","origin.level.2.list","kiambaa","Kiambaa","","","kenya","kiambu",""
"1734","origin.level.2.list","kiambu","Kiambu","","","kenya","kiambu",""
"1735","origin.level.2.list","kikuyu","Kikuyu","","","kenya","kiambu",""
"1736","origin.level.2.list","lari","Lari","","","kenya","kiambu",""
"1737","origin.level.2.list","limuru","Limuru","","","kenya","kiambu",""
"1738","origin.level.2.list","ruiru","Ruiru","","","kenya","kiambu",""
"1739","origin.level.2.list","thika.town","Thika Town","","","kenya","kiambu",""
"1740","origin.level.2.list","other","Other","","","kenya","kiambu",""
"1741","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kiambu",""
"1742","origin.level.2.list","ganze","Ganze","","","kenya","kilifi",""
"1743","origin.level.2.list","kaloleni","Kaloleni","","","kenya","kilifi",""
"1744","origin.level.2.list","kilifi.north","Kilifi North","","","kenya","kilifi",""
"1745","origin.level.2.list","kilifi.south","Kilifi South","","","kenya","kilifi",""
"1746","origin.level.2.list","magarini","Magarini","","","kenya","kilifi",""
"1747","origin.level.2.list","malindi","Malindi","","","kenya","kilifi",""
"1748","origin.level.2.list","rabai","Rabai","","","kenya","kilifi",""
"1749","origin.level.2.list","other","Other","","","kenya","kilifi",""
"1750","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kilifi",""
"1751","origin.level.2.list","gichugu","Gichugu","","","kenya","kirinyaga",""
"1752","origin.level.2.list","kirinyaga.central","Kirinyaga Central","","","kenya","kirinyaga",""
"1753","origin.level.2.list","mwea","Mwea","","","kenya","kirinyaga",""
"1754","origin.level.2.list","ndia","Ndia","","","kenya","kirinyaga",""
"1755","origin.level.2.list","other","Other","","","kenya","kirinyaga",""
"1756","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kirinyaga",""
"1757","origin.level.2.list","bobasi","Bobasi","","","kenya","kisii",""
"1758","origin.level.2.list","bomachoge.borabu","Bomachoge Borabu","","","kenya","kisii",""
"1759","origin.level.2.list","bomachoge.chache","Bomachoge Chache","","","kenya","kisii",""
"1760","origin.level.2.list","bonchari","Bonchari","","","kenya","kisii",""
"1761","origin.level.2.list","kitutu.chache.north","Kitutu Chache North","","","kenya","kisii",""
"1762","origin.level.2.list","kitutu.chache.south","Kitutu Chache South","","","kenya","kisii",""
"1763","origin.level.2.list","nyaribari.chache","Nyaribari Chache","","","kenya","kisii",""
"1764","origin.level.2.list","nyaribari.masaba","Nyaribari Masaba","","","kenya","kisii",""
"1765","origin.level.2.list","south.mugirango","South Mugirango","","","kenya","kisii",""
"1766","origin.level.2.list","other","Other","","","kenya","kisii",""
"1767","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kisii",""
"1768","origin.level.2.list","kisumu.central","Kisumu Central","","","kenya","kisumu",""
"1769","origin.level.2.list","kisumu.east","Kisumu East","","","kenya","kisumu",""
"1770","origin.level.2.list","kisumu.west","Kisumu West","","","kenya","kisumu",""
"1771","origin.level.2.list","muhoroni","Muhoroni","","","kenya","kisumu",""
"1772","origin.level.2.list","nyakach","Nyakach","","","kenya","kisumu",""
"1773","origin.level.2.list","nyando","Nyando","","","kenya","kisumu",""
"1774","origin.level.2.list","seme","Seme","","","kenya","kisumu",""
"1775","origin.level.2.list","other","Other","","","kenya","kisumu",""
"1776","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kisumu",""
"1777","origin.level.2.list","kitui.central","Kitui Central","","","kenya","kitui",""
"1778","origin.level.2.list","kitui.east","Kitui East","","","kenya","kitui",""
"1779","origin.level.2.list","kitui.rural","Kitui Rural","","","kenya","kitui",""
"1780","origin.level.2.list","kitui.south","Kitui South","","","kenya","kitui",""
"1781","origin.level.2.list","kitui.west","Kitui West","","","kenya","kitui",""
"1782","origin.level.2.list","mwingi.east","Mwingi East","","","kenya","kitui",""
"1783","origin.level.2.list","mwingi.north","Mwingi North","","","kenya","kitui",""
"1784","origin.level.2.list","mwingi.west","Mwingi West","","","kenya","kitui",""
"1785","origin.level.2.list","other","Other","","","kenya","kitui",""
"1786","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kitui",""
"1787","origin.level.2.list","kinango","Kinango","","","kenya","kwale",""
"1788","origin.level.2.list","lunga.lunga","Lunga Lunga","","","kenya","kwale",""
"1789","origin.level.2.list","matuga","Matuga","","","kenya","kwale",""
"1790","origin.level.2.list","msambweni","Msambweni","","","kenya","kwale",""
"1791","origin.level.2.list","other","Other","","","kenya","kwale",""
"1792","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","kwale",""
"1793","origin.level.2.list","laikipia.east","Laikipia East","","","kenya","laikipia",""
"1794","origin.level.2.list","laikipia.north","Laikipia North","","","kenya","laikipia",""
"1795","origin.level.2.list","laikipia.west","Laikipia West","","","kenya","laikipia",""
"1796","origin.level.2.list","other","Other","","","kenya","laikipia",""
"1797","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","laikipia",""
"1798","origin.level.2.list","lamu.east","Lamu East","","","kenya","lamu",""
"1799","origin.level.2.list","lamu.west","Lamu West","","","kenya","lamu",""
"1800","origin.level.2.list","other","Other","","","kenya","lamu",""
"1801","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","lamu",""
"1802","origin.level.2.list","kangundo","Kangundo","","","kenya","machakos",""
"1803","origin.level.2.list","kathiani","Kathiani","","","kenya","machakos",""
"1804","origin.level.2.list","machakos.town","Machakos Town","","","kenya","machakos",""
"1805","origin.level.2.list","masinga","Masinga","","","kenya","machakos",""
"1806","origin.level.2.list","matungulu","Matungulu","","","kenya","machakos",""
"1807","origin.level.2.list","mavoko","Mavoko","","","kenya","machakos",""
"1808","origin.level.2.list","mwala","Mwala","","","kenya","machakos",""
"1809","origin.level.2.list","yatta","Yatta","","","kenya","machakos",""
"1810","origin.level.2.list","other","Other","","","kenya","machakos",""
"1811","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","machakos",""
"1812","origin.level.2.list","kaiti","Kaiti","","","kenya","makueni",""
"1813","origin.level.2.list","kibwezi.east","Kibwezi East","","","kenya","makueni",""
"1814","origin.level.2.list","kibwezi.west","Kibwezi West","","","kenya","makueni",""
"1815","origin.level.2.list","kilome","Kilome","","","kenya","makueni",""
"1816","origin.level.2.list","makueni","Makueni","","","kenya","makueni",""
"1817","origin.level.2.list","mbooni","Mbooni","","","kenya","makueni",""
"1818","origin.level.2.list","other","Other","","","kenya","makueni",""
"1819","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","makueni",""
"1820","origin.level.2.list","banissa","Banissa","","","kenya","mandera",""
"1821","origin.level.2.list","lafey","Lafey","","","kenya","mandera",""
"1822","origin.level.2.list","mandera.east","Mandera East","","","kenya","mandera",""
"1823","origin.level.2.list","mandera.north","Mandera North","","","kenya","mandera",""
"1824","origin.level.2.list","mandera.south","Mandera South","","","kenya","mandera",""
"1825","origin.level.2.list","mandera.west","Mandera West","","","kenya","mandera",""
"1826","origin.level.2.list","other","Other","","","kenya","mandera",""
"1827","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","mandera",""
"1828","origin.level.2.list","laisamis","Laisamis","","","kenya","marsabit",""
"1829","origin.level.2.list","moyale","Moyale","","","kenya","marsabit",""
"1830","origin.level.2.list","north.horr","North Horr","","","kenya","marsabit",""
"1831","origin.level.2.list","saku","Saku","","","kenya","marsabit",""
"1832","origin.level.2.list","other","Other","","","kenya","marsabit",""
"1833","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","marsabit",""
"1834","origin.level.2.list","buuri","Buuri","","","kenya","meru",""
"1835","origin.level.2.list","cental.imenti","Cental Imenti","","","kenya","meru",""
"1836","origin.level.2.list","igembe.central","Igembe Central","","","kenya","meru",""
"1837","origin.level.2.list","igembe.north","Igembe North","","","kenya","meru",""
"1838","origin.level.2.list","igembe.south","Igembe South","","","kenya","meru",""
"1839","origin.level.2.list","north.imenti","North Imenti","","","kenya","meru",""
"1840","origin.level.2.list","south.imenti","South Imenti","","","kenya","meru",""
"1841","origin.level.2.list","tigania.east","Tigania East","","","kenya","meru",""
"1842","origin.level.2.list","tigania.west","Tigania West","","","kenya","meru",""
"1843","origin.level.2.list","other","Other","","","kenya","meru",""
"1844","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","meru",""
"1845","origin.level.2.list","awendo","Awendo","","","kenya","migori",""
"1846","origin.level.2.list","kuria.east","Kuria East","","","kenya","migori",""
"1847","origin.level.2.list","kuria.west","Kuria West","","","kenya","migori",""
"1848","origin.level.2.list","nyatike","Nyatike","","","kenya","migori",""
"1849","origin.level.2.list","rongo","Rongo","","","kenya","migori",""
"1850","origin.level.2.list","suna.east","Suna East","","","kenya","migori",""
"1851","origin.level.2.list","suna.west","Suna West","","","kenya","migori",""
"1852","origin.level.2.list","uriri","Uriri","","","kenya","migori",""
"1853","origin.level.2.list","other","Other","","","kenya","migori",""
"1854","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","migori",""
"1855","origin.level.2.list","changamwe","Changamwe","","","kenya","mombasa",""
"1856","origin.level.2.list","jomvu","Jomvu","","","kenya","mombasa",""
"1857","origin.level.2.list","kisauni","Kisauni","","","kenya","mombasa",""
"1858","origin.level.2.list","likoni","Likoni","","","kenya","mombasa",""
"1859","origin.level.2.list","mvita","Mvita","","","kenya","mombasa",""
"1860","origin.level.2.list","nyali","Nyali","","","kenya","mombasa",""
"1861","origin.level.2.list","other","Other","","","kenya","mombasa",""
"1862","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","mombasa",""
"1863","origin.level.2.list","gatanga","Gatanga","","","kenya","muranga",""
"1864","origin.level.2.list","kandara","Kandara","","","kenya","muranga",""
"1865","origin.level.2.list","kangema","Kangema","","","kenya","muranga",""
"1866","origin.level.2.list","kigumo","Kigumo","","","kenya","muranga",""
"1867","origin.level.2.list","kiharu","Kiharu","","","kenya","muranga",""
"1868","origin.level.2.list","maragwa","Maragwa","","","kenya","muranga",""
"1869","origin.level.2.list","mathioya","Mathioya","","","kenya","muranga",""
"1870","origin.level.2.list","other","Other","","","kenya","muranga",""
"1871","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","muranga",""
"1872","origin.level.2.list","dagoretti","Dagoretti","","","kenya","nairobi",""
"1873","origin.level.2.list","embakasi.central","Embakasi Central","","","kenya","nairobi",""
"1874","origin.level.2.list","embakasi.east","Embakasi East","","","kenya","nairobi",""
"1875","origin.level.2.list","embakasi.north","Embakasi North","","","kenya","nairobi",""
"1876","origin.level.2.list","embakasi.south","Embakasi South","","","kenya","nairobi",""
"1877","origin.level.2.list","embakasi.west","Embakasi West","","","kenya","nairobi",""
"1878","origin.level.2.list","kamukunji","Kamukunji","","","kenya","nairobi",""
"1879","origin.level.2.list","kasarani","Kasarani","","","kenya","nairobi",""
"1880","origin.level.2.list","kibra","Kibra","","","kenya","nairobi",""
"1881","origin.level.2.list","kilimani","Kilimani","","","kenya","nairobi",""
"1882","origin.level.2.list","langata","Langata","","","kenya","nairobi",""
"1883","origin.level.2.list","makadara","Makadara","","","kenya","nairobi",""
"1884","origin.level.2.list","mathare","Mathare","","","kenya","nairobi",""
"1885","origin.level.2.list","roysambu","Roysambu","","","kenya","nairobi",""
"1886","origin.level.2.list","ruaraka","Ruaraka","","","kenya","nairobi",""
"1887","origin.level.2.list","starehe","Starehe","","","kenya","nairobi",""
"1888","origin.level.2.list","westlands","Westlands","","","kenya","nairobi",""
"1889","origin.level.2.list","other","Other","","","kenya","nairobi",""
"1890","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nairobi",""
"1891","origin.level.2.list","bahati","Bahati","","","kenya","nakuru",""
"1892","origin.level.2.list","emurua.dikirr","Emurua Dikirr","","","kenya","nakuru",""
"1893","origin.level.2.list","gilgil","Gilgil","","","kenya","nakuru",""
"1894","origin.level.2.list","kilgoris","Kilgoris","","","kenya","nakuru",""
"1895","origin.level.2.list","kuresoi.north","Kuresoi North","","","kenya","nakuru",""
"1896","origin.level.2.list","kuresoi.south","Kuresoi South","","","kenya","nakuru",""
"1897","origin.level.2.list","molo","Molo","","","kenya","nakuru",""
"1898","origin.level.2.list","naivasha","Naivasha","","","kenya","nakuru",""
"1899","origin.level.2.list","nakuru.town.east","Nakuru Town East","","","kenya","nakuru",""
"1900","origin.level.2.list","nakuru.town.west","Nakuru Town West","","","kenya","nakuru",""
"1901","origin.level.2.list","narok.west","Narok West","","","kenya","nakuru",""
"1902","origin.level.2.list","njoro","Njoro","","","kenya","nakuru",""
"1903","origin.level.2.list","rongai","Rongai","","","kenya","nakuru",""
"1904","origin.level.2.list","subukia","Subukia","","","kenya","nakuru",""
"1905","origin.level.2.list","other","Other","","","kenya","nakuru",""
"1906","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nakuru",""
"1907","origin.level.2.list","aldai","Aldai","","","kenya","nandi",""
"1908","origin.level.2.list","chesumei","Chesumei","","","kenya","nandi",""
"1909","origin.level.2.list","emgwen","Emgwen","","","kenya","nandi",""
"1910","origin.level.2.list","mosop","Mosop","","","kenya","nandi",""
"1911","origin.level.2.list","nandi.hills","Nandi Hills","","","kenya","nandi",""
"1912","origin.level.2.list","tinderet","Tinderet","","","kenya","nandi",""
"1913","origin.level.2.list","other","Other","","","kenya","nandi",""
"1914","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nandi",""
"1915","origin.level.2.list","narok.east","Narok East","","","kenya","narok",""
"1916","origin.level.2.list","narok.north","Narok North","","","kenya","narok",""
"1917","origin.level.2.list","narok.south","Narok South","","","kenya","narok",""
"1918","origin.level.2.list","other","Other","","","kenya","narok",""
"1919","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","narok",""
"1920","origin.level.2.list","borabu","Borabu","","","kenya","nyamira",""
"1921","origin.level.2.list","kitutu.masaba","Kitutu Masaba","","","kenya","nyamira",""
"1922","origin.level.2.list","north.mugirango","North Mugirango","","","kenya","nyamira",""
"1923","origin.level.2.list","west.mugirango","West Mugirango","","","kenya","nyamira",""
"1924","origin.level.2.list","other","Other","","","kenya","nyamira",""
"1925","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nyamira",""
"1926","origin.level.2.list","kinangop","Kinangop","","","kenya","nyandarua",""
"1927","origin.level.2.list","kipipiri","Kipipiri","","","kenya","nyandarua",""
"1928","origin.level.2.list","ndaragwa","Ndaragwa","","","kenya","nyandarua",""
"1929","origin.level.2.list","ol.jorok","Ol Jorok","","","kenya","nyandarua",""
"1930","origin.level.2.list","ol.kalou","Ol Kalou","","","kenya","nyandarua",""
"1931","origin.level.2.list","other","Other","","","kenya","nyandarua",""
"1932","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nyandarua",""
"1933","origin.level.2.list","kieni","Kieni","","","kenya","nyeri",""
"1934","origin.level.2.list","mathira","Mathira","","","kenya","nyeri",""
"1935","origin.level.2.list","mukurweni","Mukurweni","","","kenya","nyeri",""
"1936","origin.level.2.list","nyeri.town","Nyeri Town","","","kenya","nyeri",""
"1937","origin.level.2.list","othaya","Othaya","","","kenya","nyeri",""
"1938","origin.level.2.list","tetu","Tetu","","","kenya","nyeri",""
"1939","origin.level.2.list","other","Other","","","kenya","nyeri",""
"1940","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","nyeri",""
"1941","origin.level.2.list","other","Other","","","kenya","other",""
"1942","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","other",""
"1943","origin.level.2.list","samburu.east","Samburu East","","","kenya","samburu",""
"1944","origin.level.2.list","samburu.north","Samburu North","","","kenya","samburu",""
"1945","origin.level.2.list","samburu.west","Samburu West","","","kenya","samburu",""
"1946","origin.level.2.list","other","Other","","","kenya","samburu",""
"1947","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","samburu",""
"1948","origin.level.2.list","alego.usonga","Alego Usonga","","","kenya","siaya",""
"1949","origin.level.2.list","bondo","Bondo","","","kenya","siaya",""
"1950","origin.level.2.list","gem","Gem","","","kenya","siaya",""
"1951","origin.level.2.list","rarieda","Rarieda","","","kenya","siaya",""
"1952","origin.level.2.list","ugenya","Ugenya","","","kenya","siaya",""
"1953","origin.level.2.list","ugunja","Ugunja","","","kenya","siaya",""
"1954","origin.level.2.list","other","Other","","","kenya","siaya",""
"1955","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","siaya",""
"1956","origin.level.2.list","mwatate","Mwatate","","","kenya","taita_taveta",""
"1957","origin.level.2.list","taveta","Taveta","","","kenya","taita_taveta",""
"1958","origin.level.2.list","voi","Voi","","","kenya","taita_taveta",""
"1959","origin.level.2.list","wundanyi","Wundanyi","","","kenya","taita_taveta",""
"1960","origin.level.2.list","other","Other","","","kenya","taita_taveta",""
"1961","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","taita_taveta",""
"1962","origin.level.2.list","bura","Bura","","","kenya","tana_river",""
"1963","origin.level.2.list","galole","Galole","","","kenya","tana_river",""
"1964","origin.level.2.list","garsen","Garsen","","","kenya","tana_river",""
"1965","origin.level.2.list","other","Other","","","kenya","tana_river",""
"1966","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","tana_river",""
"1967","origin.level.2.list","maara","Maara","","","kenya","tharaka_nithi",""
"1968","origin.level.2.list","nithi","Nithi","","","kenya","tharaka_nithi",""
"1969","origin.level.2.list","tharaka","Tharaka","","","kenya","tharaka_nithi",""
"1970","origin.level.2.list","other","Other","","","kenya","tharaka_nithi",""
"1971","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","tharaka_nithi",""
"1972","origin.level.2.list","cherangany","Cherangany","","","kenya","trans_nzoia",""
"1973","origin.level.2.list","endebess","Endebess","","","kenya","trans_nzoia",""
"1974","origin.level.2.list","kiminini","Kiminini","","","kenya","trans_nzoia",""
"1975","origin.level.2.list","kwanza","Kwanza","","","kenya","trans_nzoia",""
"1976","origin.level.2.list","saboti","Saboti","","","kenya","trans_nzoia",""
"1977","origin.level.2.list","other","Other","","","kenya","trans_nzoia",""
"1978","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","trans_nzoia",""
"1979","origin.level.2.list","loima","Loima","","","kenya","turkana",""
"1980","origin.level.2.list","turkana.central","Turkana Central","","","kenya","turkana",""
"1981","origin.level.2.list","turkana.east","Turkana East","","","kenya","turkana",""
"1982","origin.level.2.list","turkana.north","Turkana North","","","kenya","turkana",""
"1983","origin.level.2.list","turkana.south","Turkana South","","","kenya","turkana",""
"1984","origin.level.2.list","turkana.west","Turkana West","","","kenya","turkana",""
"1985","origin.level.2.list","other","Other","","","kenya","turkana",""
"1986","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","turkana",""
"1987","origin.level.2.list","ainabkoi","Ainabkoi","","","kenya","uasin_gishu",""
"1988","origin.level.2.list","kapseret","Kapseret","","","kenya","uasin_gishu",""
"1989","origin.level.2.list","kesses","Kesses","","","kenya","uasin_gishu",""
"1990","origin.level.2.list","moiben","Moiben","","","kenya","uasin_gishu",""
"1991","origin.level.2.list","soy","Soy","","","kenya","uasin_gishu",""
"1992","origin.level.2.list","turbo","Turbo","","","kenya","uasin_gishu",""
"1993","origin.level.2.list","other","Other","","","kenya","uasin_gishu",""
"1994","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","uasin_gishu",""
"1995","origin.level.2.list","emuhaya","Emuhaya","","","kenya","vihiga",""
"1996","origin.level.2.list","hamisi","Hamisi","","","kenya","vihiga",""
"1997","origin.level.2.list","luanda","Luanda","","","kenya","vihiga",""
"1998","origin.level.2.list","sabatia","Sabatia","","","kenya","vihiga",""
"1999","origin.level.2.list","vihiga","Vihiga","","","kenya","vihiga",""
"2000","origin.level.2.list","other","Other","","","kenya","vihiga",""
"2001","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","vihiga",""
"2002","origin.level.2.list","eldas","Eldas","","","kenya","wajir",""
"2003","origin.level.2.list","tarbaj","Tarbaj","","","kenya","wajir",""
"2004","origin.level.2.list","wajir.east","Wajir East","","","kenya","wajir",""
"2005","origin.level.2.list","wajir.north","Wajir North","","","kenya","wajir",""
"2006","origin.level.2.list","wajir.south","Wajir South","","","kenya","wajir",""
"2007","origin.level.2.list","wajir.west","Wajir West","","","kenya","wajir",""
"2008","origin.level.2.list","other","Other","","","kenya","wajir",""
"2009","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","wajir",""
"2010","origin.level.2.list","kacheliba","Kacheliba","","","kenya","west_pokot",""
"2011","origin.level.2.list","kapenguria","Kapenguria","","","kenya","west_pokot",""
"2012","origin.level.2.list","pokot.south","Pokot South","","","kenya","west_pokot",""
"2013","origin.level.2.list","sigor","Sigor","","","kenya","west_pokot",""
"2014","origin.level.2.list","other","Other","","","kenya","west_pokot",""
"2015","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","kenya","west_pokot",""
"2016","origin.level.2.list","other","Other","","","other","other",""
"2017","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","other","other",""
"2018","origin.level.2.list","bugesera","Bugesera","","","rwanda","est",""
"2019","origin.level.2.list","gatsibo","Gatsibo","","","rwanda","est",""
"2020","origin.level.2.list","kayonza","Kayonza","","","rwanda","est",""
"2021","origin.level.2.list","kirehe","Kirehe","","","rwanda","est",""
"2022","origin.level.2.list","ngoma","Ngoma","","","rwanda","est",""
"2023","origin.level.2.list","nyagatare","Nyagatare","","","rwanda","est",""
"2024","origin.level.2.list","rwamagana","Rwamagana","","","rwanda","est",""
"2025","origin.level.2.list","other","Other","","","rwanda","est",""
"2026","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","rwanda","est",""
