loop_position,capacity,journeys,litres,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status
1,20.0,3,60,13770,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3205,2697015,b6636c45-aecd-43ee-9e71-1951de980d9e,2018-05-21T17:57:52,
2,20.0,3,60,13771,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3205,2697015,b6636c45-aecd-43ee-9e71-1951de980d9e,2018-05-21T17:57:52,
3,20.0,2,40,13772,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3205,2697015,b6636c45-aecd-43ee-9e71-1951de980d9e,2018-05-21T17:57:52,
1,20.0,3,60,13773,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3206,2697016,abecb09c-9501-4be1-a3d1-09f70d6c5c90,2018-05-21T17:57:56,
2,20.0,1,20,13774,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3206,2697016,abecb09c-9501-4be1-a3d1-09f70d6c5c90,2018-05-21T17:57:56,
1,20.0,1,20,13775,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
2,20.0,1,20,13776,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
3,20.0,1,20,13777,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
4,20.0,1,20,13778,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
5,10.0,1,10,13779,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
6,5.0,1,5,13780,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3207,2697017,935c5ef9-bd85-4b6c-aead-a2a939c659bb,2018-05-21T17:58:16,
1,20.0,1,20,13781,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3208,2697018,3053a609-f845-4ebc-aa28-e16efc4b0c9e,2018-05-21T17:58:19,
2,20.0,1,20,13782,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3208,2697018,3053a609-f845-4ebc-aa28-e16efc4b0c9e,2018-05-21T17:58:19,
3,20.0,1,20,13783,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3208,2697018,3053a609-f845-4ebc-aa28-e16efc4b0c9e,2018-05-21T17:58:19,
4,20.0,1,20,13784,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3208,2697018,3053a609-f845-4ebc-aa28-e16efc4b0c9e,2018-05-21T17:58:19,
5,5.0,1,5,13785,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3208,2697018,3053a609-f845-4ebc-aa28-e16efc4b0c9e,2018-05-21T17:58:19,
1,20.0,1,20,13786,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
2,20.0,1,20,13787,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
3,20.0,1,20,13788,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
4,20.0,1,20,13789,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
5,20.0,1,20,13790,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
6,20.0,1,20,13791,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
7,20.0,1,20,13792,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
8,20.0,1,20,13793,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
9,10.0,1,10,13794,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
10,5.0,1,5,13795,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
11,5.0,1,5,13796,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
12,5.0,1,5,13797,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3209,2697019,995d138c-a019-4ee0-8851-9c8c0297d6e3,2018-05-21T17:58:22,
1,20.0,2,40,13798,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3210,2697020,4b6a469f-5565-46b5-8cd2-08f046d44f03,2018-05-21T17:58:37,
2,20.0,2,40,13799,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3210,2697020,4b6a469f-5565-46b5-8cd2-08f046d44f03,2018-05-21T17:58:37,
3,20.0,2,40,13800,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3210,2697020,4b6a469f-5565-46b5-8cd2-08f046d44f03,2018-05-21T17:58:37,
4,20.0,2,40,13801,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3210,2697020,4b6a469f-5565-46b5-8cd2-08f046d44f03,2018-05-21T17:58:37,
5,20.0,2,40,13802,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3210,2697020,4b6a469f-5565-46b5-8cd2-08f046d44f03,2018-05-21T17:58:37,
1,20.0,4,80,13803,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3211,2697021,889da1ba-a296-45ce-bf8b-2ee47e94ae62,2018-05-21T17:58:39,
2,20.0,3,60,13804,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3211,2697021,889da1ba-a296-45ce-bf8b-2ee47e94ae62,2018-05-21T17:58:39,
3,20.0,3,60,13805,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3211,2697021,889da1ba-a296-45ce-bf8b-2ee47e94ae62,2018-05-21T17:58:39,
4,30.0,2,60,13806,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3211,2697021,889da1ba-a296-45ce-bf8b-2ee47e94ae62,2018-05-21T17:58:39,
1,20.0,6,120,13807,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3212,2697022,3694eb6f-7df9-46a1-aff8-471a77d3eeb8,2018-05-21T17:58:42,
1,20.0,6,120,13808,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3213,2697023,c717d2d7-2bbf-44d6-b6eb-5559543cdbc4,2018-05-21T17:58:45,
1,20.0,2,40,13809,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3214,2697024,4d4b45de-bd5f-42b1-9a92-3802ce25e0df,2018-05-21T17:59:55,
2,20.0,2,40,13810,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3214,2697024,4d4b45de-bd5f-42b1-9a92-3802ce25e0df,2018-05-21T17:59:55,
1,20.0,1,20,13811,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
2,20.0,1,20,13812,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
3,20.0,1,20,13813,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
4,20.0,1,20,13814,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
5,20.0,1,20,13815,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
6,120.0,1,120,13816,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3215,2697025,32ffbdcd-8247-4059-81b7-5721a7767e36,2018-05-21T17:59:58,
1,20.0,2,40,13817,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3216,2697026,bfe99605-372f-4c07-800d-a2b69760abd0,2018-05-21T18:00:01,
2,20.0,2,40,13818,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3216,2697026,bfe99605-372f-4c07-800d-a2b69760abd0,2018-05-21T18:00:01,
3,20.0,2,40,13819,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3216,2697026,bfe99605-372f-4c07-800d-a2b69760abd0,2018-05-21T18:00:01,
4,20.0,2,40,13820,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3216,2697026,bfe99605-372f-4c07-800d-a2b69760abd0,2018-05-21T18:00:01,
5,20.0,2,40,13821,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3216,2697026,bfe99605-372f-4c07-800d-a2b69760abd0,2018-05-21T18:00:01,
1,20.0,1,20,13822,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3217,2697027,40e02216-b2bd-4e10-b861-ba0bd8c8d421,2018-05-21T18:00:04,
2,20.0,1,20,13823,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3217,2697027,40e02216-b2bd-4e10-b861-ba0bd8c8d421,2018-05-21T18:00:04,
3,10.0,1,10,13824,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3217,2697027,40e02216-b2bd-4e10-b861-ba0bd8c8d421,2018-05-21T18:00:04,
1,20.0,1,20,13825,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
2,20.0,1,20,13826,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
3,20.0,1,20,13827,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
4,5.0,1,5,13828,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
5,5.0,1,5,13829,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
6,15.0,1,15,13830,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
7,15.0,1,15,13831,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3218,2697028,d72767e1-3488-4c67-801c-b54d6b189294,2018-05-21T18:00:07,
1,20.0,2,40,13832,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3219,2697029,7ec417b0-e021-4329-997d-d1d2df130cd9,2018-05-21T18:00:59,
2,20.0,2,40,13833,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3219,2697029,7ec417b0-e021-4329-997d-d1d2df130cd9,2018-05-21T18:00:59,
3,20.0,2,40,13834,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3219,2697029,7ec417b0-e021-4329-997d-d1d2df130cd9,2018-05-21T18:00:59,
4,20.0,2,40,13835,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3219,2697029,7ec417b0-e021-4329-997d-d1d2df130cd9,2018-05-21T18:00:59,
5,20.0,2,40,13836,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3219,2697029,7ec417b0-e021-4329-997d-d1d2df130cd9,2018-05-21T18:00:59,
1,20.0,2,40,13837,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3220,2697030,40d18223-a5c9-4409-aac0-2ead7ff5ca56,2018-05-21T18:01:02,
2,20.0,2,40,13838,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3220,2697030,40d18223-a5c9-4409-aac0-2ead7ff5ca56,2018-05-21T18:01:02,
3,20.0,2,40,13839,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3220,2697030,40d18223-a5c9-4409-aac0-2ead7ff5ca56,2018-05-21T18:01:02,
4,20.0,2,40,13840,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3220,2697030,40d18223-a5c9-4409-aac0-2ead7ff5ca56,2018-05-21T18:01:02,
1,20.0,1,20,13841,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3221,2697031,3a7a5740-d981-4177-97cf-61fbe400945f,2018-05-21T18:01:05,
2,20.0,1,20,13842,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3221,2697031,3a7a5740-d981-4177-97cf-61fbe400945f,2018-05-21T18:01:05,
3,20.0,1,20,13843,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3221,2697031,3a7a5740-d981-4177-97cf-61fbe400945f,2018-05-21T18:01:05,
4,20.0,1,20,13844,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3221,2697031,3a7a5740-d981-4177-97cf-61fbe400945f,2018-05-21T18:01:05,
5,20.0,1,20,13845,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3221,2697031,3a7a5740-d981-4177-97cf-61fbe400945f,2018-05-21T18:01:05,
1,20.0,2,40,13846,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
2,20.0,2,40,13847,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
3,20.0,2,40,13848,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
4,20.0,2,40,13849,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
5,20.0,2,40,13850,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
6,20.0,2,40,13851,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3222,2697032,9cd971da-8f50-4ada-a0cd-93f8b0b960b1,2018-05-21T18:01:09,
1,20.0,3,60,13852,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3223,2697033,b3475c04-fcbc-49a4-b230-1fe7c565b88c,2018-05-21T18:02:00,
2,20.0,3,60,13853,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3223,2697033,b3475c04-fcbc-49a4-b230-1fe7c565b88c,2018-05-21T18:02:00,
1,20.0,1,20,13854,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3224,2697034,ad0bbeae-6500-4be5-b56c-1510d193bbcb,2018-05-21T18:02:03,
2,20.0,1,20,13855,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3224,2697034,ad0bbeae-6500-4be5-b56c-1510d193bbcb,2018-05-21T18:02:03,
1,15.0,2,30,13856,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
2,20.0,2,40,13857,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
3,20.0,2,40,13858,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
4,20.0,2,40,13859,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
5,20.0,2,40,13860,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
6,5.0,2,10,13861,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
7,5.0,2,10,13862,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
8,5.0,2,10,13863,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
9,5.0,2,10,13864,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3225,2697035,f4ec3707-fe2c-4a57-b13d-f1f549c208cd,2018-05-21T18:02:07,
1,20.0,2,40,13865,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3226,2697036,b0832d1a-f2bb-436d-afcb-08578afc9924,2018-05-21T18:02:11,
2,20.0,2,40,13866,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3226,2697036,b0832d1a-f2bb-436d-afcb-08578afc9924,2018-05-21T18:02:11,
3,20.0,2,40,13867,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3226,2697036,b0832d1a-f2bb-436d-afcb-08578afc9924,2018-05-21T18:02:11,
4,20.0,2,40,13868,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3226,2697036,b0832d1a-f2bb-436d-afcb-08578afc9924,2018-05-21T18:02:11,
1,20.0,3,60,13869,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3227,2697037,2771582f-759f-4000-b79d-428f663e3497,2018-05-21T18:02:14,
2,20.0,3,60,13870,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3227,2697037,2771582f-759f-4000-b79d-428f663e3497,2018-05-21T18:02:14,
3,10.0,3,30,13871,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3227,2697037,2771582f-759f-4000-b79d-428f663e3497,2018-05-21T18:02:14,
1,20.0,3,60,13872,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3228,2703155,f612e8b6-eac4-49e9-84bc-46f0454811fe,2018-05-22T16:04:25,
2,20.0,3,60,13873,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3228,2703155,f612e8b6-eac4-49e9-84bc-46f0454811fe,2018-05-22T16:04:25,
1,20.0,2,40,13874,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3229,2703159,d9520d31-11d4-4fe4-aa9f-55fdc12ae627,2018-05-22T16:04:40,
2,20.0,2,40,13875,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3229,2703159,d9520d31-11d4-4fe4-aa9f-55fdc12ae627,2018-05-22T16:04:40,
3,20.0,2,40,13876,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3229,2703159,d9520d31-11d4-4fe4-aa9f-55fdc12ae627,2018-05-22T16:04:40,
4,10.0,2,20,13877,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3229,2703159,d9520d31-11d4-4fe4-aa9f-55fdc12ae627,2018-05-22T16:04:40,
1,20.0,2,40,13878,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3230,2703160,b4a201d6-0e96-4fdf-9072-c593a7f52ebf,2018-05-22T16:04:45,
2,20.0,2,40,13879,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3230,2703160,b4a201d6-0e96-4fdf-9072-c593a7f52ebf,2018-05-22T16:04:45,
3,20.0,2,40,13880,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3230,2703160,b4a201d6-0e96-4fdf-9072-c593a7f52ebf,2018-05-22T16:04:45,
4,20.0,2,40,13881,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3230,2703160,b4a201d6-0e96-4fdf-9072-c593a7f52ebf,2018-05-22T16:04:45,
1,20.0,6,120,13882,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3231,2703162,d1785423-62ae-4afc-be6f-b24e51172c92,2018-05-22T16:05:39,
1,20.0,3,60,13883,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3232,2703163,421e4850-0fd1-43f1-a081-3158cf87435b,2018-05-22T16:05:47,
2,20.0,3,60,13884,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3232,2703163,421e4850-0fd1-43f1-a081-3158cf87435b,2018-05-22T16:05:47,
1,20.0,1,20,13885,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3233,2703164,c210d9c8-b6f8-4bd7-9029-1fa1131802c1,2018-05-22T16:05:51,
2,10.0,2,20,13886,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3233,2703164,c210d9c8-b6f8-4bd7-9029-1fa1131802c1,2018-05-22T16:05:51,
1,20.0,4,80,13887,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3234,2703165,b0f65a01-b845-4b18-a0dd-f9dfa7341795,2018-05-22T16:06:18,
2,20.0,4,80,13888,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3234,2703165,b0f65a01-b845-4b18-a0dd-f9dfa7341795,2018-05-22T16:06:18,
1,20.0,2,40,13889,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3235,2703166,6608fa80-97cc-43f9-b14c-aaab48be5aee,2018-05-22T16:06:23,
2,20.0,2,40,13890,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3235,2703166,6608fa80-97cc-43f9-b14c-aaab48be5aee,2018-05-22T16:06:23,
3,20.0,2,40,13891,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3235,2703166,6608fa80-97cc-43f9-b14c-aaab48be5aee,2018-05-22T16:06:23,
1,20.0,1,20,13892,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3236,2703168,bb06c6e4-6623-4665-936a-f3af95401a5c,2018-05-22T16:06:27,
2,2.0,1,2,13893,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3236,2703168,bb06c6e4-6623-4665-936a-f3af95401a5c,2018-05-22T16:06:27,
3,20.0,2,40,13894,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3236,2703168,bb06c6e4-6623-4665-936a-f3af95401a5c,2018-05-22T16:06:27,
4,20.0,2,40,13895,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3236,2703168,bb06c6e4-6623-4665-936a-f3af95401a5c,2018-05-22T16:06:27,
1,20.0,1,20,13896,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3237,2703174,770af1f0-7000-4902-9d12-9c4d9bb1c327,2018-05-22T16:07:10,
2,20.0,1,20,13897,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3237,2703174,770af1f0-7000-4902-9d12-9c4d9bb1c327,2018-05-22T16:07:10,
3,5.0,1,5,13898,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3237,2703174,770af1f0-7000-4902-9d12-9c4d9bb1c327,2018-05-22T16:07:10,
4,10.0,1,10,13899,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3237,2703174,770af1f0-7000-4902-9d12-9c4d9bb1c327,2018-05-22T16:07:10,
1,20.0,2,40,13900,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3238,2703175,b5479649-5802-48dd-ba95-c9f2b27f648a,2018-05-22T16:07:16,
2,20.0,2,40,13901,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3238,2703175,b5479649-5802-48dd-ba95-c9f2b27f648a,2018-05-22T16:07:16,
3,10.0,2,20,13902,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3238,2703175,b5479649-5802-48dd-ba95-c9f2b27f648a,2018-05-22T16:07:16,
1,20.0,2,40,13903,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3239,2703179,0e5b3af8-932d-4dd2-9fac-71031e9ae403,2018-05-22T16:08:38,
2,20.0,2,40,13904,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3239,2703179,0e5b3af8-932d-4dd2-9fac-71031e9ae403,2018-05-22T16:08:38,
3,20.0,2,40,13905,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3239,2703179,0e5b3af8-932d-4dd2-9fac-71031e9ae403,2018-05-22T16:08:38,
1,20.0,2,40,13906,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3240,2703180,f8f4ecd8-514c-428f-9aa4-cafc74906768,2018-05-22T16:08:43,
2,20.0,2,40,13907,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3240,2703180,f8f4ecd8-514c-428f-9aa4-cafc74906768,2018-05-22T16:08:43,
3,20.0,2,40,13908,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3240,2703180,f8f4ecd8-514c-428f-9aa4-cafc74906768,2018-05-22T16:08:43,
1,20.0,4,80,13909,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
2,20.0,4,80,13910,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
3,20.0,4,80,13911,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
4,20.0,4,80,13912,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
5,20.0,4,80,13913,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
6,20.0,4,80,13914,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
7,20.0,4,80,13915,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
8,20.0,4,80,13916,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
9,20.0,4,80,13917,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
10,20.0,4,80,13918,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,3241,2703181,ded86e23-eb4e-4fb7-a416-ac852bbfac0e,2018-05-22T16:08:49,
